Graduate_ID,Age,Gender,State_of_Origin,Region,Urban_or_Rural,Household_Income_Bracket,Field_of_Study,University_Type,GPA_or_Class_of_Degree,Has_Postgrad_Degree,Years_Since_Graduation,Employment_Status,Salary_Level,Net_Salary
G2248,32,Male,Oyo,South,Rural,Middle,Engineering,State,Second Class Upper,No,5,Unemployed,Not employed,0
G2249,29,Male,Kano,East,Urban,Middle,Health Sciences,State,Second Class Upper,Yes,5,Employed,Well-paid,250416
G2250,34,Male,Kano,East,Urban,Low,Engineering,Federal,Second Class Upper,Yes,0,Employed,Low-paid,150563
G2251,26,Male,Borno,West,Urban,Low,Education,Private,Third Class,No,2,Unemployed,Not employed,0
G2252,26,Male,Delta,South,Urban,Middle,Engineering,Federal,Second Class Upper,No,5,Employed,Low-paid,121812
G2253,32,Female,Lagos,East,Rural,Middle,Business,State,Second Class Upper,No,10,Unemployed,Not employed,0
G2254,24,Female,Oyo,East,Urban,Low,Business,State,Second Class Lower,No,10,Unemployed,Not employed,0
G2255,21,Male,Borno,North,Rural,High,Engineering,State,Second Class Upper,No,8,Employed,Well-paid,396363
G2256,30,Male,Edo,West,Rural,Low,Education,Federal,Second Class Upper,No,5,Employed,Well-paid,258876
G2257,28,Male,Borno,East,Rural,Low,Engineering,Private,First Class,No,5,Employed,Low-paid,105572
G2258,22,Male,Oyo,East,Urban,Middle,Business,State,Second Class Upper,No,0,Unemployed,Not employed,0
G2259,32,Male,Plateau,West,Rural,Middle,Business,Private,Second Class Lower,Yes,8,Employed,Low-paid,137304
G2260,21,Female,Rivers,South,Urban,High,Education,Federal,Second Class Lower,No,3,Employed,Low-paid,138668
G2261,22,Male,Oyo,West,Rural,Middle,Engineering,State,Second Class Upper,No,1,Unemployed,Not employed,0
G2262,21,Male,Kaduna,North,Urban,Low,Business,State,First Class,No,0,Employed,Low-paid,164266
G2263,21,Male,Kano,North,Rural,Middle,Business,State,Second Class Lower,No,2,Unemployed,Not employed,0
G2264,29,Female,Lagos,North,Urban,Low,Engineering,Private,Second Class Lower,Yes,2,Unemployed,Not employed,0
G2265,33,Female,Lagos,East,Rural,Middle,Engineering,Federal,Second Class Upper,No,4,Employed,Low-paid,125111
G2266,34,Female,Delta,South,Rural,Middle,Health Sciences,Federal,Second Class Lower,Yes,0,Unemployed,Not employed,0
G2267,21,Female,Rivers,North,Rural,Low,Education,Federal,Second Class Upper,No,6,Unemployed,Not employed,0
G2268,33,Male,Kaduna,West,Rural,Middle,Education,Federal,Second Class Upper,No,0,Employed,Low-paid,123367
G2269,24,Male,Kano,North,Urban,Middle,Engineering,Private,Second Class Lower,No,3,Employed,Low-paid,118348
G2270,30,Female,Lagos,East,Urban,Middle,Education,Federal,First Class,No,5,Employed,Well-paid,366315
G2271,26,Male,Kaduna,North,Rural,Middle,Business,Federal,Second Class Upper,No,0,Employed,Well-paid,223357
G2272,27,Female,Borno,South,Urban,Low,Engineering,Federal,Second Class Upper,No,6,Unemployed,Not employed,0
G2273,22,Male,Delta,North,Urban,Low,Engineering,State,Second Class Upper,No,9,Employed,Low-paid,163234
G2274,26,Male,Oyo,South,Urban,Low,Engineering,Federal,Second Class Upper,No,6,Employed,Low-paid,135321
G2275,27,Female,Oyo,South,Urban,Low,Health Sciences,Federal,First Class,No,2,Employed,Well-paid,237783
G2276,30,Female,Plateau,West,Urban,Middle,Education,Federal,Second Class Upper,Yes,3,Employed,Low-paid,175985
G2277,34,Female,Kano,South,Urban,High,Health Sciences,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G2278,30,Male,Kaduna,East,Urban,Middle,Business,Private,Second Class Lower,No,10,Unemployed,Not employed,0
G2279,22,Female,Enugu,East,Urban,Middle,Education,Federal,First Class,No,6,Employed,Well-paid,251703
G2280,22,Male,Lagos,South,Urban,Middle,Health Sciences,State,Second Class Lower,No,3,Employed,Well-paid,316839
G2281,30,Male,Edo,South,Urban,Low,Engineering,Private,Second Class Upper,No,9,Employed,Low-paid,138557
G2282,27,Male,Edo,North,Urban,High,Health Sciences,State,Third Class,No,10,Employed,Well-paid,395954
G2283,32,Male,Oyo,North,Urban,High,Engineering,Private,Second Class Lower,No,8,Employed,Low-paid,115923
G2284,21,Male,Enugu,West,Rural,Middle,Health Sciences,Private,Second Class Upper,No,8,Employed,Low-paid,114748
G2285,28,Male,Edo,North,Urban,Low,Health Sciences,Federal,First Class,No,8,Unemployed,Not employed,0
G2286,31,Male,Rivers,East,Rural,Middle,Health Sciences,State,Second Class Lower,No,9,Employed,Low-paid,128728
G2287,33,Male,Rivers,North,Rural,Low,Engineering,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G2288,23,Male,Kano,West,Urban,Middle,Health Sciences,Federal,First Class,No,1,Employed,Well-paid,317849
G2289,31,Male,Enugu,West,Urban,Middle,Education,State,First Class,No,1,Employed,Low-paid,52380
G2290,26,Male,Rivers,South,Urban,Low,Education,State,Second Class Upper,No,10,Unemployed,Not employed,0
G2291,29,Female,Rivers,West,Urban,High,Education,State,Second Class Lower,No,3,Employed,Low-paid,173256
G2292,26,Male,Oyo,South,Urban,High,Engineering,State,Second Class Lower,No,8,Unemployed,Not employed,0
G2293,29,Male,Edo,East,Urban,High,Engineering,Federal,Second Class Upper,No,2,Employed,Well-paid,368175
G2294,27,Male,Kano,East,Urban,Middle,Education,State,Second Class Upper,No,5,Employed,Low-paid,144389
G2295,29,Female,Kaduna,North,Urban,Low,Education,Federal,First Class,No,1,Unemployed,Not employed,0
G2296,22,Female,Borno,West,Rural,Middle,Education,Federal,Second Class Upper,No,0,Employed,Low-paid,50743
G2297,32,Female,Lagos,East,Urban,Middle,Business,State,Second Class Lower,No,4,Unemployed,Not employed,0
G2298,28,Female,Lagos,South,Rural,Low,Education,Federal,Second Class Lower,No,7,Unemployed,Not employed,0
G2299,28,Female,Delta,West,Urban,Middle,Health Sciences,State,Second Class Upper,No,9,Employed,Well-paid,240124
G2300,22,Female,Borno,West,Urban,Middle,Business,State,First Class,No,9,Employed,Low-paid,194200
G2301,32,Female,Borno,South,Urban,Low,Business,Federal,Second Class Upper,No,1,Employed,Low-paid,168174
G2302,34,Male,Lagos,West,Rural,Low,Engineering,State,Second Class Lower,No,9,Employed,Well-paid,381292
G2303,24,Male,Lagos,West,Urban,Low,Health Sciences,State,Second Class Upper,No,8,Unemployed,Not employed,0
G2304,34,Male,Kaduna,East,Urban,Middle,Engineering,Federal,Second Class Upper,No,7,Employed,Low-paid,95653
G2305,31,Female,Enugu,South,Rural,Middle,Engineering,Federal,Second Class Lower,No,2,Employed,Well-paid,246072
G2306,27,Female,Enugu,East,Urban,Low,Health Sciences,State,Second Class Lower,No,0,Unemployed,Not employed,0
G2307,31,Female,Kaduna,South,Urban,High,Engineering,Federal,Second Class Lower,No,3,Employed,Well-paid,322214
G2308,24,Male,Edo,North,Rural,Low,Health Sciences,State,Second Class Upper,No,7,Unemployed,Not employed,0
G2309,24,Male,Borno,West,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,2,Employed,Low-paid,91302
G2310,26,Male,Plateau,West,Urban,Middle,Engineering,State,Second Class Upper,No,9,Unemployed,Not employed,0
G2311,30,Male,Borno,East,Urban,Middle,Education,Private,Second Class Lower,No,1,Employed,Low-paid,127011
G2312,26,Female,Delta,West,Rural,Low,Engineering,Federal,Second Class Lower,No,6,Employed,Low-paid,156452
G2313,30,Female,Lagos,West,Rural,High,Business,State,Second Class Lower,Yes,3,Employed,Well-paid,231898
G2314,23,Male,Borno,East,Urban,High,Engineering,State,First Class,No,5,Employed,Low-paid,153620
G2315,29,Female,Lagos,East,Rural,Middle,Health Sciences,State,Second Class Lower,No,4,Unemployed,Not employed,0
G2316,32,Male,Borno,South,Urban,Middle,Business,State,Second Class Upper,No,1,Employed,Low-paid,67889
G2317,30,Female,Delta,North,Urban,Low,Health Sciences,State,First Class,Yes,9,Unemployed,Not employed,0
G2318,34,Male,Edo,East,Urban,Middle,Education,State,First Class,No,1,Employed,Low-paid,192024
G2319,31,Male,Plateau,South,Urban,Middle,Education,State,Second Class Lower,No,8,Employed,Low-paid,95985
G2320,22,Male,Rivers,East,Urban,Middle,Business,State,Second Class Upper,No,10,Employed,Well-paid,383049
G2321,26,Male,Kaduna,South,Urban,Middle,Education,Federal,Second Class Lower,No,9,Employed,Well-paid,274106
G2322,32,Male,Kaduna,North,Urban,Middle,Education,Private,Second Class Lower,No,1,Employed,Low-paid,110139
G2323,27,Female,Plateau,South,Urban,Low,Engineering,Federal,First Class,No,7,Employed,Low-paid,58897
G2324,32,Female,Borno,South,Urban,Low,Engineering,Federal,Second Class Lower,Yes,7,Unemployed,Not employed,0
G2325,33,Female,Rivers,West,Rural,Low,Education,Federal,Second Class Upper,No,0,Employed,Well-paid,218798
G2326,29,Male,Delta,East,Rural,Low,Education,Federal,Second Class Upper,No,0,Employed,Low-paid,55656
G2327,33,Female,Enugu,South,Urban,Middle,Engineering,Federal,Second Class Upper,No,3,Employed,Well-paid,356418
G2328,23,Male,Borno,East,Rural,Middle,Education,Federal,Second Class Lower,No,1,Employed,Well-paid,212193
G2329,30,Male,Edo,South,Urban,Middle,Education,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G2330,23,Female,Lagos,West,Urban,Middle,Health Sciences,State,Second Class Lower,Yes,8,Employed,Low-paid,186219
G2331,27,Female,Kano,West,Rural,Middle,Education,Federal,Second Class Lower,No,2,Employed,Well-paid,326474
G2332,34,Male,Borno,North,Urban,Low,Business,Federal,Second Class Upper,No,0,Employed,Low-paid,152748
G2333,24,Male,Kano,South,Urban,Low,Health Sciences,Federal,Second Class Upper,Yes,1,Employed,Low-paid,194501
G2334,33,Other,Borno,West,Urban,Low,Business,Federal,Second Class Lower,Yes,7,Employed,Low-paid,133366
G2335,28,Male,Plateau,East,Urban,Middle,Education,Federal,First Class,No,4,Employed,Well-paid,359836
G2336,33,Male,Kano,South,Urban,Low,Engineering,State,Second Class Lower,No,10,Employed,Well-paid,263628
G2337,27,Female,Borno,South,Rural,Low,Health Sciences,Private,Second Class Lower,No,6,Employed,Well-paid,333474
G2338,25,Male,Kaduna,North,Urban,Middle,Engineering,State,Second Class Upper,No,5,Unemployed,Not employed,0
G2339,27,Male,Kano,East,Rural,High,Health Sciences,State,Third Class,No,0,Employed,Low-paid,55642
G2340,23,Male,Borno,North,Rural,Middle,Engineering,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G2341,32,Female,Enugu,South,Urban,Middle,Health Sciences,Federal,Second Class Lower,No,10,Employed,Well-paid,283746
G2342,22,Female,Lagos,North,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,6,Unemployed,Not employed,0
G2343,26,Female,Enugu,South,Urban,Middle,Business,State,Second Class Lower,Yes,3,Employed,Low-paid,57918
G2344,22,Other,Rivers,South,Urban,Middle,Engineering,Federal,Second Class Upper,No,7,Employed,Low-paid,168535
G2345,23,Female,Borno,North,Urban,Middle,Business,State,Second Class Lower,No,7,Employed,Low-paid,164438
G2346,26,Male,Oyo,North,Rural,Low,Business,Federal,Second Class Upper,No,6,Employed,Low-paid,198548
G2347,25,Male,Edo,South,Rural,Low,Engineering,Federal,Second Class Upper,No,10,Employed,Low-paid,71061
G2348,28,Female,Enugu,North,Urban,Low,Health Sciences,Private,First Class,Yes,1,Employed,Low-paid,166408
G2349,29,Female,Kano,North,Urban,Middle,Business,State,Second Class Lower,Yes,5,Employed,Well-paid,381106
G2350,31,Female,Plateau,South,Urban,High,Engineering,State,Second Class Upper,No,5,Employed,Well-paid,383714
G2351,23,Female,Edo,East,Urban,Low,Health Sciences,State,Second Class Lower,No,6,Employed,Low-paid,70215
G2352,32,Male,Oyo,North,Rural,Low,Business,State,Second Class Lower,No,5,Unemployed,Not employed,0
G2353,30,Male,Delta,North,Rural,High,Business,State,Second Class Lower,No,1,Employed,Low-paid,170148
G2354,23,Male,Borno,West,Urban,Middle,Business,Private,First Class,No,7,Employed,Well-paid,313613
G2355,23,Male,Plateau,East,Urban,Middle,Health Sciences,Federal,Second Class Lower,Yes,3,Employed,Low-paid,106098
G2356,33,Male,Borno,North,Urban,High,Business,State,Second Class Upper,No,8,Employed,Low-paid,118764
G2357,33,Female,Rivers,South,Urban,Middle,Health Sciences,State,Second Class Lower,No,7,Employed,Well-paid,293271
G2358,26,Female,Oyo,West,Urban,Middle,Education,Federal,Second Class Lower,No,2,Unemployed,Not employed,0
G2359,21,Male,Borno,West,Urban,Low,Business,State,First Class,No,2,Employed,Well-paid,340515
G2360,27,Male,Kano,West,Urban,Low,Education,Private,Second Class Upper,No,7,Employed,Low-paid,173816
G2361,32,Female,Rivers,North,Urban,Middle,Engineering,Federal,Second Class Upper,Yes,1,Employed,Low-paid,89276
G2362,21,Male,Kaduna,South,Urban,Middle,Business,Federal,Second Class Upper,Yes,8,Employed,Low-paid,81711
G2363,34,Female,Delta,West,Urban,High,Engineering,Federal,Second Class Lower,No,3,Unemployed,Not employed,0
G2364,25,Female,Oyo,East,Urban,High,Engineering,State,Second Class Upper,Yes,5,Unemployed,Not employed,0
G2365,30,Female,Lagos,West,Urban,High,Engineering,State,Second Class Lower,No,2,Employed,Well-paid,375749
G2366,33,Female,Plateau,West,Urban,Low,Education,Federal,Second Class Upper,No,2,Employed,Low-paid,89764
G2367,28,Female,Enugu,East,Urban,High,Health Sciences,State,Third Class,No,2,Employed,Low-paid,54844
G2368,24,Male,Borno,West,Rural,Middle,Education,Federal,Second Class Lower,Yes,10,Employed,Low-paid,157181
G2369,25,Male,Plateau,West,Urban,Low,Education,State,Second Class Lower,No,9,Employed,Well-paid,302539
G2370,24,Male,Plateau,East,Urban,Middle,Engineering,Federal,First Class,No,1,Unemployed,Not employed,0
G2371,32,Female,Lagos,North,Rural,Low,Business,Federal,Second Class Upper,No,7,Employed,Low-paid,74630
G2372,32,Male,Lagos,East,Urban,Low,Health Sciences,State,First Class,No,8,Employed,Well-paid,285132
G2373,34,Male,Rivers,North,Rural,Middle,Engineering,Federal,Second Class Upper,No,7,Employed,Well-paid,351625
G2374,24,Female,Oyo,North,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,9,Unemployed,Not employed,0
G2375,32,Female,Kano,North,Urban,Low,Education,Federal,Second Class Lower,No,2,Employed,Well-paid,301510
G2376,28,Female,Delta,East,Urban,Middle,Health Sciences,Federal,First Class,No,6,Unemployed,Not employed,0
G2377,22,Male,Lagos,East,Urban,High,Health Sciences,Federal,Second Class Upper,No,10,Employed,Well-paid,374987
G2378,21,Male,Lagos,North,Urban,Middle,Business,Private,Second Class Upper,No,9,Employed,Low-paid,196236
G2379,23,Male,Enugu,East,Urban,Low,Engineering,State,First Class,No,1,Unemployed,Not employed,0
G2380,29,Male,Kaduna,North,Rural,Low,Health Sciences,State,Second Class Upper,No,3,Unemployed,Not employed,0
G2381,24,Male,Lagos,East,Urban,Low,Health Sciences,Private,Second Class Lower,No,5,Employed,Well-paid,390360
G2382,30,Male,Kaduna,South,Urban,High,Education,Federal,First Class,No,10,Employed,Low-paid,67025
G2383,25,Female,Rivers,East,Urban,Middle,Education,Federal,Second Class Lower,No,4,Unemployed,Not employed,0
G2384,22,Male,Kano,East,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,8,Employed,Well-paid,204839
G2385,24,Female,Plateau,East,Rural,Middle,Engineering,State,Second Class Lower,No,9,Employed,Low-paid,88937
G2386,22,Female,Lagos,North,Rural,High,Health Sciences,State,Second Class Upper,No,3,Unemployed,Not employed,0
G2387,22,Male,Borno,North,Urban,Middle,Health Sciences,Federal,Second Class Lower,Yes,4,Employed,Well-paid,313074
G2388,24,Female,Kaduna,South,Urban,Middle,Business,Federal,First Class,No,3,Employed,Low-paid,96660
G2389,26,Male,Enugu,South,Urban,Low,Engineering,State,Second Class Upper,No,7,Employed,Low-paid,165911
G2390,27,Male,Delta,West,Urban,Low,Business,State,Second Class Upper,No,7,Employed,Low-paid,83260
G2391,30,Female,Enugu,South,Rural,High,Engineering,State,Second Class Lower,No,2,Employed,Low-paid,146200
G2392,23,Male,Lagos,North,Rural,High,Engineering,Federal,Second Class Lower,No,0,Employed,Well-paid,223206
G2393,23,Other,Oyo,South,Urban,High,Engineering,Private,First Class,No,5,Employed,Well-paid,255763
G2394,30,Male,Plateau,South,Urban,High,Business,Federal,First Class,No,1,Employed,Low-paid,133059
G2395,26,Female,Kano,East,Urban,Middle,Business,State,Second Class Upper,No,1,Employed,Well-paid,352946
G2396,33,Male,Borno,South,Urban,Middle,Business,Private,First Class,No,2,Employed,Low-paid,56794
G2397,32,Male,Oyo,West,Urban,Middle,Education,Private,Second Class Upper,No,7,Unemployed,Not employed,0
G2398,23,Male,Enugu,East,Urban,Middle,Business,Federal,Second Class Lower,No,2,Employed,Low-paid,198711
G2399,33,Female,Kaduna,North,Rural,Low,Education,Federal,Second Class Lower,No,6,Unemployed,Not employed,0
G2400,22,Female,Kaduna,West,Urban,Low,Education,Federal,Third Class,No,9,Employed,Low-paid,167973
G2401,28,Female,Oyo,North,Rural,High,Education,Federal,Second Class Lower,No,9,Unemployed,Not employed,0
G2402,25,Female,Kaduna,West,Urban,Low,Health Sciences,State,First Class,Yes,8,Employed,Low-paid,91961
G2403,21,Female,Enugu,East,Urban,High,Health Sciences,Private,Second Class Upper,No,7,Employed,Low-paid,135801
G2404,23,Female,Oyo,West,Urban,Low,Health Sciences,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G2405,30,Female,Enugu,West,Urban,Low,Education,Federal,Second Class Upper,Yes,6,Unemployed,Not employed,0
G2406,28,Female,Borno,South,Urban,Low,Education,Federal,Second Class Upper,No,6,Employed,Low-paid,61736
G2407,24,Female,Plateau,North,Urban,Low,Engineering,State,Third Class,No,7,Unemployed,Not employed,0
G2408,34,Female,Delta,East,Urban,Low,Education,Private,Second Class Lower,No,9,Employed,Low-paid,109395
G2409,27,Male,Borno,West,Rural,Low,Health Sciences,Federal,First Class,No,4,Unemployed,Not employed,0
G2410,30,Female,Borno,North,Urban,Middle,Education,Federal,Second Class Upper,No,9,Employed,Well-paid,280338
G2411,32,Female,Kaduna,North,Rural,Low,Education,State,Second Class Lower,Yes,8,Employed,Low-paid,164946
G2412,34,Male,Lagos,South,Urban,Low,Engineering,State,Second Class Lower,No,8,Employed,Well-paid,395280
G2413,34,Male,Edo,North,Urban,Low,Education,Federal,Second Class Upper,No,7,Employed,Low-paid,129757
G2414,22,Male,Kaduna,East,Urban,Middle,Business,State,Second Class Lower,No,5,Unemployed,Not employed,0
G2415,27,Female,Lagos,South,Rural,Middle,Engineering,Private,Second Class Lower,No,5,Employed,Well-paid,269385
G2416,25,Female,Enugu,West,Urban,Middle,Education,State,Second Class Upper,No,0,Employed,Well-paid,265285
G2417,25,Male,Edo,East,Urban,Low,Education,State,Second Class Upper,No,5,Employed,Low-paid,170862
G2418,26,Female,Kaduna,East,Urban,Low,Engineering,Federal,Second Class Lower,Yes,3,Employed,Well-paid,377839
G2419,33,Female,Edo,East,Urban,Middle,Education,State,Second Class Lower,No,3,Employed,Low-paid,185688
G2420,29,Male,Edo,South,Rural,Middle,Health Sciences,Federal,Second Class Upper,Yes,1,Employed,Low-paid,140100
G2421,34,Female,Rivers,North,Urban,Low,Business,Federal,Second Class Lower,No,10,Unemployed,Not employed,0
G2422,26,Other,Plateau,East,Urban,Middle,Business,Federal,Second Class Lower,No,3,Employed,Low-paid,115659
G2423,32,Female,Rivers,North,Rural,Low,Health Sciences,Federal,Second Class Lower,No,4,Employed,Well-paid,267713
G2424,33,Female,Lagos,North,Urban,Low,Education,Federal,Second Class Upper,No,4,Unemployed,Not employed,0
G2425,34,Other,Kano,East,Urban,Middle,Education,State,Third Class,Yes,4,Employed,Low-paid,198959
G2426,28,Female,Oyo,North,Urban,Middle,Business,State,Second Class Upper,No,3,Unemployed,Not employed,0
G2427,27,Male,Delta,South,Rural,Low,Education,State,Second Class Upper,No,0,Unemployed,Not employed,0
G2428,29,Female,Kano,South,Rural,Low,Business,Federal,Second Class Lower,No,9,Employed,Low-paid,96811
G2429,24,Female,Oyo,West,Urban,High,Business,Federal,Second Class Upper,No,7,Employed,Well-paid,346181
G2430,22,Female,Lagos,North,Rural,Middle,Health Sciences,State,Second Class Upper,No,2,Employed,Low-paid,113387
G2431,27,Male,Lagos,North,Urban,High,Business,Federal,Second Class Lower,No,1,Employed,Low-paid,183196
G2432,26,Female,Enugu,West,Urban,Middle,Education,Private,Second Class Upper,No,8,Unemployed,Not employed,0
G2433,21,Male,Delta,South,Urban,Middle,Education,Federal,Second Class Upper,No,6,Employed,Low-paid,151558
G2434,31,Female,Plateau,West,Urban,Low,Engineering,State,First Class,No,8,Employed,Low-paid,117949
G2435,29,Male,Edo,West,Urban,Low,Education,Federal,First Class,No,1,Employed,Well-paid,351843
G2436,29,Male,Rivers,West,Rural,Middle,Engineering,State,First Class,No,8,Employed,Low-paid,56089
G2437,32,Male,Rivers,North,Urban,Middle,Business,State,Third Class,No,9,Employed,Low-paid,55833
G2438,22,Male,Lagos,North,Rural,Low,Education,Private,Second Class Lower,No,8,Unemployed,Not employed,0
G2439,23,Female,Rivers,North,Urban,Middle,Health Sciences,Private,Third Class,No,10,Employed,Low-paid,196820
G2440,25,Female,Lagos,North,Urban,Low,Health Sciences,Federal,First Class,No,8,Employed,Low-paid,99308
G2441,25,Female,Edo,East,Urban,Low,Health Sciences,State,Second Class Lower,Yes,9,Employed,Low-paid,92083
G2442,21,Male,Lagos,West,Urban,Low,Business,Federal,First Class,No,9,Unemployed,Not employed,0
G2443,28,Male,Enugu,West,Rural,Middle,Business,State,Second Class Lower,No,3,Employed,Low-paid,165605
G2444,32,Female,Plateau,North,Urban,Low,Engineering,Federal,Second Class Upper,No,9,Unemployed,Not employed,0
G2445,28,Female,Borno,South,Rural,Low,Health Sciences,State,First Class,Yes,2,Employed,Low-paid,129674
G2446,24,Male,Kaduna,East,Rural,Middle,Engineering,Private,Second Class Upper,No,5,Unemployed,Not employed,0
G2447,33,Female,Plateau,East,Urban,Middle,Engineering,Federal,Second Class Upper,No,2,Employed,Low-paid,51702
G2448,27,Male,Plateau,South,Urban,Middle,Education,Federal,Second Class Lower,No,10,Employed,Low-paid,71773
G2449,31,Female,Kano,North,Urban,Low,Education,Federal,Second Class Lower,No,8,Employed,Low-paid,193497
G2450,30,Female,Delta,East,Urban,Middle,Health Sciences,State,Second Class Lower,Yes,2,Employed,Low-paid,88575
G2451,23,Male,Delta,East,Urban,Middle,Business,Federal,Third Class,No,1,Employed,Well-paid,220098
G2452,26,Male,Oyo,West,Urban,Low,Education,Private,Second Class Upper,No,7,Employed,Well-paid,272519
G2453,34,Female,Kaduna,West,Urban,Middle,Business,State,Second Class Upper,No,5,Employed,Low-paid,178699
G2454,30,Male,Edo,North,Rural,Middle,Engineering,State,Second Class Lower,No,7,Employed,Low-paid,52397
G2455,33,Male,Borno,North,Urban,Low,Engineering,State,Second Class Upper,No,6,Unemployed,Not employed,0
G2456,30,Female,Borno,West,Urban,High,Engineering,Federal,First Class,No,2,Employed,Well-paid,226770
G2457,32,Male,Delta,West,Urban,Middle,Engineering,Private,Second Class Lower,No,7,Unemployed,Not employed,0
G2458,34,Male,Plateau,West,Rural,High,Health Sciences,State,First Class,No,9,Employed,Low-paid,88222
G2459,29,Female,Enugu,South,Urban,Middle,Engineering,Private,Second Class Upper,No,0,Employed,Well-paid,381779
G2460,21,Female,Oyo,East,Urban,Low,Education,State,First Class,No,0,Employed,Low-paid,143737
G2461,25,Female,Lagos,North,Rural,Low,Engineering,State,First Class,No,9,Employed,Low-paid,99033
G2462,24,Female,Oyo,North,Rural,Middle,Business,Federal,First Class,No,7,Unemployed,Not employed,0
G2463,28,Female,Kano,South,Rural,High,Education,State,First Class,No,8,Employed,Low-paid,115879
G2464,31,Female,Oyo,West,Urban,Middle,Business,State,Second Class Upper,No,9,Unemployed,Not employed,0
G2465,32,Male,Plateau,East,Rural,High,Business,State,Second Class Upper,No,5,Unemployed,Not employed,0
G2466,21,Female,Edo,West,Urban,Low,Health Sciences,State,First Class,No,4,Employed,Well-paid,278475
G2467,29,Other,Plateau,North,Rural,Middle,Health Sciences,Federal,Second Class Lower,No,1,Unemployed,Not employed,0
G2468,26,Male,Delta,South,Urban,High,Business,Private,Second Class Upper,No,10,Employed,Low-paid,65950
G2469,24,Male,Edo,East,Rural,Middle,Business,Private,First Class,No,8,Unemployed,Not employed,0
G2470,32,Female,Rivers,East,Rural,High,Engineering,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G2471,29,Male,Edo,East,Urban,Middle,Education,Private,Second Class Upper,No,7,Employed,Low-paid,146081
G2472,31,Male,Oyo,East,Rural,Middle,Engineering,Federal,Second Class Upper,No,8,Unemployed,Not employed,0
G2473,25,Female,Oyo,South,Urban,Middle,Health Sciences,State,Second Class Upper,No,8,Employed,Low-paid,98787
G2474,25,Female,Oyo,North,Urban,High,Health Sciences,Federal,Second Class Lower,Yes,7,Employed,Low-paid,138768
G2475,32,Male,Rivers,East,Urban,Middle,Engineering,Private,Second Class Upper,No,9,Employed,Low-paid,140150
G2476,25,Male,Delta,East,Rural,Low,Education,Federal,Second Class Lower,Yes,7,Employed,Low-paid,145551
G2477,21,Male,Lagos,North,Urban,Middle,Business,Federal,Second Class Upper,No,2,Employed,Low-paid,156350
G2478,21,Female,Kaduna,West,Urban,Middle,Engineering,Federal,Second Class Upper,No,2,Unemployed,Not employed,0
G2479,28,Male,Delta,East,Urban,Low,Health Sciences,Federal,Second Class Upper,No,1,Employed,Well-paid,327943
G2480,32,Male,Oyo,East,Rural,Middle,Education,State,Second Class Lower,No,0,Employed,Low-paid,112926
G2481,28,Male,Delta,West,Rural,Low,Health Sciences,Federal,First Class,Yes,3,Employed,Low-paid,54986
G2482,32,Male,Kano,North,Urban,Middle,Education,State,Second Class Upper,Yes,1,Employed,Low-paid,128485
G2483,26,Female,Borno,North,Urban,Middle,Education,Private,Second Class Upper,No,1,Unemployed,Not employed,0
G2484,32,Female,Borno,East,Urban,Middle,Education,State,Second Class Lower,No,10,Unemployed,Not employed,0
G2485,31,Female,Kaduna,North,Urban,Middle,Engineering,State,Second Class Lower,Yes,10,Unemployed,Not employed,0
G2486,33,Female,Kaduna,West,Urban,Low,Engineering,Federal,Second Class Lower,Yes,4,Employed,Well-paid,331307
G2487,24,Male,Lagos,South,Urban,High,Engineering,Federal,Second Class Upper,No,3,Employed,Low-paid,189065
G2488,22,Female,Kano,West,Rural,Low,Education,State,Second Class Upper,Yes,0,Unemployed,Not employed,0
G2489,34,Female,Plateau,West,Urban,Low,Education,Federal,Second Class Lower,No,8,Unemployed,Not employed,0
G2490,22,Male,Delta,South,Urban,High,Health Sciences,Private,Second Class Upper,No,3,Employed,Low-paid,195908
G2491,29,Female,Edo,West,Urban,Middle,Business,Federal,Second Class Upper,No,4,Employed,Low-paid,120760
G2492,25,Male,Edo,East,Urban,Low,Engineering,Private,Second Class Lower,Yes,6,Unemployed,Not employed,0
G2493,24,Female,Plateau,East,Urban,High,Education,Federal,Second Class Upper,Yes,1,Unemployed,Not employed,0
G2494,30,Male,Borno,North,Urban,Middle,Health Sciences,State,Third Class,No,7,Employed,Low-paid,115587
G2495,33,Other,Plateau,North,Rural,High,Health Sciences,Federal,Second Class Upper,No,10,Unemployed,Not employed,0
G2496,21,Male,Delta,West,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,1,Employed,Well-paid,357803
G2497,27,Female,Kano,East,Urban,Middle,Engineering,State,Second Class Upper,No,10,Employed,Well-paid,275108
G2498,23,Female,Oyo,East,Rural,Middle,Engineering,Federal,Second Class Lower,Yes,9,Employed,Well-paid,397664
G2499,26,Female,Rivers,South,Rural,Low,Business,State,Second Class Upper,No,4,Employed,Well-paid,208498
